SoundDataNode	Category	Subcategory	V1Scope	V1PrimaryNeeds
barestepsnow	Movement	Humanoid / Player Locomotion	OutOfScope	
barestepstone	Movement	Humanoid / Player Locomotion	OutOfScope	
baresteptallgrass	Movement	Humanoid / Player Locomotion	OutOfScope	
baresteptrash	Movement	Humanoid / Player Locomotion	OutOfScope	
baresteptree	Movement	Humanoid / Player Locomotion	OutOfScope	
barestepwater	Movement	Humanoid / Player Locomotion	OutOfScope	
barestepwood	Movement	Humanoid / Player Locomotion	OutOfScope	
heavystepbush	Movement	Humanoid / Player Locomotion	OutOfScope	
heavystepcloth	Movement	Humanoid / Player Locomotion	OutOfScope	
heavystepdirt	Movement	Humanoid / Player Locomotion	OutOfScope	
heavystepfern	Movement	Humanoid / Player Locomotion	OutOfScope	
heavystepgrass	Movement	Humanoid / Player Locomotion	OutOfScope	
heavystepgravel	Movement	Humanoid / Player Locomotion	OutOfScope	
heavystepleaves	Movement	Humanoid / Player Locomotion	OutOfScope	
heavystepmetal	Movement	Humanoid / Player Locomotion	OutOfScope	
heavysteporganic	Movement	Humanoid / Player Locomotion	OutOfScope	
heavystepsand	Movement	Humanoid / Player Locomotion	OutOfScope	
heavystepsnow	Movement	Humanoid / Player Locomotion	OutOfScope	
heavystepstone	Movement	Humanoid / Player Locomotion	OutOfScope	
heavysteptallgrass	Movement	Humanoid / Player Locomotion	OutOfScope	
heavysteptrash	Movement	Humanoid / Player Locomotion	OutOfScope	
heavysteptree	Movement	Humanoid / Player Locomotion	OutOfScope	
heavystepwater	Movement	Humanoid / Player Locomotion	OutOfScope	
heavystepwood	Movement	Humanoid / Player Locomotion	OutOfScope	
heelstepbush	Movement	Humanoid / Player Locomotion	OutOfScope	
heelstepcloth	Movement	Humanoid / Player Locomotion	OutOfScope	
heelstepdirt	Movement	Humanoid / Player Locomotion	OutOfScope	
heelstepfern	Movement	Humanoid / Player Locomotion	OutOfScope	
heelstepgrass	Movement	Humanoid / Player Locomotion	OutOfScope	
heelstepgravel	Movement	Humanoid / Player Locomotion	OutOfScope	
heelstepleaves	Movement	Humanoid / Player Locomotion	OutOfScope	
heelstepmetal	Movement	Humanoid / Player Locomotion	OutOfScope	
heelsteporganic	Movement	Humanoid / Player Locomotion	OutOfScope	
heelstepsand	Movement	Humanoid / Player Locomotion	OutOfScope	
heelstepsnow	Movement	Humanoid / Player Locomotion	OutOfScope	
heelstepstone	Movement	Humanoid / Player Locomotion	OutOfScope	
heelsteptallgrass	Movement	Humanoid / Player Locomotion	OutOfScope	
heelsteptrash	Movement	Humanoid / Player Locomotion	OutOfScope	
heelsteptree	Movement	Humanoid / Player Locomotion	OutOfScope	
heelstepwater	Movement	Humanoid / Player Locomotion	OutOfScope	
heelstepwood	Movement	Humanoid / Player Locomotion	OutOfScope	
largestepbush	Movement	Humanoid / Player Locomotion	OutOfScope	
largestepcloth	Movement	Humanoid / Player Locomotion	OutOfScope	
largestepdirt	Movement	Humanoid / Player Locomotion	OutOfScope	
largestepfern	Movement	Humanoid / Player Locomotion	OutOfScope	
largestepgrass	Movement	Humanoid / Player Locomotion	OutOfScope	
largestepgravel	Movement	Humanoid / Player Locomotion	OutOfScope	
largestepleaves	Movement	Humanoid / Player Locomotion	OutOfScope	
largestepmetal	Movement	Humanoid / Player Locomotion	OutOfScope	
largesteporganic	Movement	Humanoid / Player Locomotion	OutOfScope	
largestepsand	Movement	Humanoid / Player Locomotion	OutOfScope	
largestepsnow	Movement	Humanoid / Player Locomotion	OutOfScope	
largestepstone	Movement	Humanoid / Player Locomotion	OutOfScope	
largesteptallgrass	Movement	Humanoid / Player Locomotion	OutOfScope	
largesteptrash	Movement	Humanoid / Player Locomotion	OutOfScope	
largesteptree	Movement	Humanoid / Player Locomotion	OutOfScope	
largestepwater	Movement	Humanoid / Player Locomotion	OutOfScope	
largestepwood	Movement	Humanoid / Player Locomotion	OutOfScope	
PlayerFemaleRunLoop	Movement	Humanoid / Player Locomotion	Primary	21_PlayerMadeSounds
PlayerLandThump	Movement	Humanoid / Player Locomotion	Primary	21_PlayerMadeSounds
PlayerMaleRunLoop	Movement	Humanoid / Player Locomotion	Primary	21_PlayerMadeSounds
stepbush	Movement	Humanoid / Player Locomotion	OutOfScope	
stepcloth	Movement	Humanoid / Player Locomotion	OutOfScope	
stepdirt	Movement	Humanoid / Player Locomotion	OutOfScope	
stepfern	Movement	Humanoid / Player Locomotion	OutOfScope	
stepgrass	Movement	Humanoid / Player Locomotion	OutOfScope	
stepgravel	Movement	Humanoid / Player Locomotion	OutOfScope	
stepleaves	Movement	Humanoid / Player Locomotion	OutOfScope	
stepmetal	Movement	Humanoid / Player Locomotion	OutOfScope	
steporganic	Movement	Humanoid / Player Locomotion	OutOfScope	
stepsand	Movement	Humanoid / Player Locomotion	OutOfScope	
stepsnow	Movement	Humanoid / Player Locomotion	OutOfScope	
stepstone	Movement	Humanoid / Player Locomotion	OutOfScope	
steptallgrass	Movement	Humanoid / Player Locomotion	OutOfScope	
steptrash	Movement	Humanoid / Player Locomotion	OutOfScope	
steptree	Movement	Humanoid / Player Locomotion	OutOfScope	
stepwater	Movement	Humanoid / Player Locomotion	OutOfScope	
stepwood	Movement	Humanoid / Player Locomotion	OutOfScope	
zombieburntfootstep	Movement	Humanoid / Player Locomotion	OutOfScope	
zombieferalfootstep	Movement	Humanoid / Player Locomotion	OutOfScope	
ZombieLandThump	Movement	Humanoid / Player Locomotion	OutOfScope	
zombielumberjack_footstep	Movement	Humanoid / Player Locomotion	OutOfScope	
animalhvystepbush	Movement	Quadruped Animal Locomotion	OutOfScope	
animalhvystepcloth	Movement	Quadruped Animal Locomotion	OutOfScope	
animalhvystepdirt	Movement	Quadruped Animal Locomotion	OutOfScope	
animalhvystepfern	Movement	Quadruped Animal Locomotion	OutOfScope	
animalhvystepgrass	Movement	Quadruped Animal Locomotion	OutOfScope	
animalhvystepgravel	Movement	Quadruped Animal Locomotion	OutOfScope	
animalhvystepleaves	Movement	Quadruped Animal Locomotion	OutOfScope	
animalhvystepmetal	Movement	Quadruped Animal Locomotion	OutOfScope	
animalhvysteporganic	Movement	Quadruped Animal Locomotion	OutOfScope	
animalhvystepsand	Movement	Quadruped Animal Locomotion	OutOfScope	
animalhvystepsnow	Movement	Quadruped Animal Locomotion	OutOfScope	
animalhvystepstone	Movement	Quadruped Animal Locomotion	OutOfScope	
animalhvysteptallgrass	Movement	Quadruped Animal Locomotion	OutOfScope	
animalhvysteptrash	Movement	Quadruped Animal Locomotion	OutOfScope	
animalhvysteptree	Movement	Quadruped Animal Locomotion	OutOfScope	
animalhvystepwater	Movement	Quadruped Animal Locomotion	OutOfScope	
animalhvystepwood	Movement	Quadruped Animal Locomotion	OutOfScope	
animallightstepbush	Movement	Quadruped Animal Locomotion	OutOfScope	
animallightstepcloth	Movement	Quadruped Animal Locomotion	OutOfScope	
animallightstepdirt	Movement	Quadruped Animal Locomotion	OutOfScope	
animallightstepfern	Movement	Quadruped Animal Locomotion	OutOfScope	
animallightstepgrass	Movement	Quadruped Animal Locomotion	OutOfScope	
animallightstepgravel	Movement	Quadruped Animal Locomotion	OutOfScope	
animallightstepleaves	Movement	Quadruped Animal Locomotion	OutOfScope	
animallightstepmetal	Movement	Quadruped Animal Locomotion	OutOfScope	
animallightsteporganic	Movement	Quadruped Animal Locomotion	OutOfScope	
animallightstepsand	Movement	Quadruped Animal Locomotion	OutOfScope	
animallightstepsnow	Movement	Quadruped Animal Locomotion	OutOfScope	
animallightstepstone	Movement	Quadruped Animal Locomotion	OutOfScope	
animallightsteptallgrass	Movement	Quadruped Animal Locomotion	OutOfScope	
animallightsteptrash	Movement	Quadruped Animal Locomotion	OutOfScope	
animallightsteptree	Movement	Quadruped Animal Locomotion	OutOfScope	
animallightstepwater	Movement	Quadruped Animal Locomotion	OutOfScope	
animallightstepwood	Movement	Quadruped Animal Locomotion	OutOfScope	
animalpawstepbush	Movement	Quadruped Animal Locomotion	OutOfScope	
animalpawstepcloth	Movement	Quadruped Animal Locomotion	OutOfScope	
animalpawstepdirt	Movement	Quadruped Animal Locomotion	OutOfScope	
animalpawstepfern	Movement	Quadruped Animal Locomotion	OutOfScope	
animalpawstepgrass	Movement	Quadruped Animal Locomotion	OutOfScope	
animalpawstepgravel	Movement	Quadruped Animal Locomotion	OutOfScope	
animalpawstepleaves	Movement	Quadruped Animal Locomotion	OutOfScope	
animalpawstepmetal	Movement	Quadruped Animal Locomotion	OutOfScope	
animalpawsteporganic	Movement	Quadruped Animal Locomotion	OutOfScope	
animalpawstepsand	Movement	Quadruped Animal Locomotion	OutOfScope	
animalpawstepsnow	Movement	Quadruped Animal Locomotion	OutOfScope	
animalpawstepstone	Movement	Quadruped Animal Locomotion	OutOfScope	
animalpawsteptallgrass	Movement	Quadruped Animal Locomotion	OutOfScope	
animalpawsteptrash	Movement	Quadruped Animal Locomotion	OutOfScope	
animalpawsteptree	Movement	Quadruped Animal Locomotion	OutOfScope	
animalpawstepwater	Movement	Quadruped Animal Locomotion	OutOfScope	
animalpawstepwood	Movement	Quadruped Animal Locomotion	OutOfScope	
bear_footstep	Movement	Quadruped Animal Locomotion	OutOfScope	
dogstepbush	Movement	Quadruped Animal Locomotion	OutOfScope	
dogstepcloth	Movement	Quadruped Animal Locomotion	OutOfScope	
dogstepdirt	Movement	Quadruped Animal Locomotion	OutOfScope	
dogstepfern	Movement	Quadruped Animal Locomotion	OutOfScope	
dogstepgrass	Movement	Quadruped Animal Locomotion	OutOfScope	
dogstepgravel	Movement	Quadruped Animal Locomotion	OutOfScope	
dogstepleaves	Movement	Quadruped Animal Locomotion	OutOfScope	
dogstepmetal	Movement	Quadruped Animal Locomotion	OutOfScope	
dogsteporganic	Movement	Quadruped Animal Locomotion	OutOfScope	
dogstepsand	Movement	Quadruped Animal Locomotion	OutOfScope	
dogstepsnow	Movement	Quadruped Animal Locomotion	OutOfScope	
dogstepstone	Movement	Quadruped Animal Locomotion	OutOfScope	
dogsteptallgrass	Movement	Quadruped Animal Locomotion	OutOfScope	
dogsteptrash	Movement	Quadruped Animal Locomotion	OutOfScope	
dogsteptree	Movement	Quadruped Animal Locomotion	OutOfScope	
dogstepwater	Movement	Quadruped Animal Locomotion	OutOfScope	
dogstepwood	Movement	Quadruped Animal Locomotion	OutOfScope	
snakeslitherbush	Movement	Snake / Reptile Locomotion	OutOfScope	
snakeslithercloth	Movement	Snake / Reptile Locomotion	OutOfScope	
snakeslitherdirt	Movement	Snake / Reptile Locomotion	OutOfScope	
snakeslitherfern	Movement	Snake / Reptile Locomotion	OutOfScope	
snakeslithergrass	Movement	Snake / Reptile Locomotion	OutOfScope	
snakeslithergravel	Movement	Snake / Reptile Locomotion	OutOfScope	
snakeslitherleaves	Movement	Snake / Reptile Locomotion	OutOfScope	
snakeslithermetal	Movement	Snake / Reptile Locomotion	OutOfScope	
snakeslitherorganic	Movement	Snake / Reptile Locomotion	OutOfScope	
snakeslithersand	Movement	Snake / Reptile Locomotion	OutOfScope	
snakeslithersnow	Movement	Snake / Reptile Locomotion	OutOfScope	
snakeslitherstone	Movement	Snake / Reptile Locomotion	OutOfScope	
snakeslithertallgrass	Movement	Snake / Reptile Locomotion	OutOfScope	
snakeslithertrash	Movement	Snake / Reptile Locomotion	OutOfScope	
snakeslithertree	Movement	Snake / Reptile Locomotion	OutOfScope	
snakeslitherwood	Movement	Snake / Reptile Locomotion	OutOfScope	
bunkerman_exercise	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
bunkerman_ration	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
bunkerman_report	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
bunkerman_security	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
bunkerman_together	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
bunkerwoman_access_blue	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
bunkerwoman_access_gray	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
bunkerwoman_access_green	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
bunkerwoman_access_orange	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
bunkerwoman_access_red	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
bunkerwoman_access_tan	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
bunkerwoman_access_yellow	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
bunkerwoman_armslegs	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
bunkerwoman_eta	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
bunkerwoman_lift_function	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
bunkerwoman_lift_malfunction	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
bunkerwoman_monorail_obstructed	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
door_elevator_locked	NPC & Dialogue	Trader / NPC / Spoken	Primary	15_DoorsHatchesVaultsCellarsBridge
doors_elevator_close	NPC & Dialogue	Trader / NPC / Spoken	Primary	15_DoorsHatchesVaultsCellarsBridge
doors_elevator_open	NPC & Dialogue	Trader / NPC / Spoken	Primary	15_DoorsHatchesVaultsCellarsBridge
elevator_ding1	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
elevator_ding2	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
elevator_ding3	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
elevator_ding4	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
gate_chainlink_trader_close	NPC & Dialogue	Trader / NPC / Spoken	Primary	15_DoorsHatchesVaultsCellarsBridge
gate_chainlink_trader_open	NPC & Dialogue	Trader / NPC / Spoken	Primary	15_DoorsHatchesVaultsCellarsBridge
intercom_chime1	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
intercom_chime2	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
intercom_chime3	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
intercom_chime4	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
password_fail	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
password_pass	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
password_set	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
password_type	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
sysadmin_alertsecurity	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
sysadmin_caution	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
sysadmin_firedetected	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
sysadmin_firesuppressionsystems	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
sysadmin_generators_offline	NPC & Dialogue	Trader / NPC / Spoken	Primary	6_ElectricalAndBlockLoops
sysadmin_generators_online	NPC & Dialogue	Trader / NPC / Spoken	Primary	6_ElectricalAndBlockLoops
sysadmin_security_breach	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
sysadmin_system_malfunction1	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
sysadmin_system_malfunction2	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
sysadmin_systems_offline	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
sysadmin_systems_online	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
trader_announce_closed	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
trader_announce_closing	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
trader_announce_open	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
trader_bob_announce_closed	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_announce_closing	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_announce_open	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_announce_special	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_buy_rare_item	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_favor_quest	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_favor_quest_complete	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_favor_quest_reply	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_firstgreet	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_greetaft	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_greetbloodmoon	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_greeteve	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_greeting	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_greetmorn	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_greetnightfall	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_greetsick	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_helpful_tip	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_idle	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_meet_noah_quest	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_meet_noah_topic	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_meet_the_duke_quest	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_meet_the_duke_topic	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_quest_accepted	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_quest_complete	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_quest_declined	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_quest_incomplete	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_quest_offer	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_refuse	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_rumor	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_sale_accepted	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_sale_declined	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_stolen_bark	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_summon_player	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_summon_player_hugh	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_summon_player_jen	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_summon_player_joel	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_summon_player_rekt	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_bob_trade	NPC & Dialogue	Trader / NPC / Spoken	Primary	16_TraderBob
trader_hugh_announce_closed	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_announce_closing	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_announce_open	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_announce_special	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_buy_rare_item	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_favor_quest	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_favor_quest_complete	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_favor_quest_reply	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_firstgreet	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_greetaft	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_greetbloodmoon	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_greeteve	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_greeting	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_greetmorn	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_greetnightfall	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_greetsick	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_helpful_tip	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_idle	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_meet_noah_quest	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_meet_noah_topic	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_meet_the_duke_quest	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_meet_the_duke_topic	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_quest_accepted	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_quest_complete	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_quest_declined	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_quest_incomplete	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_quest_offer	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_refuse	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_rumor	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_sale_accepted	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_sale_declined	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_stolen_bark	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_summon_player	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_summon_player_bob	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_summon_player_jen	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_summon_player_joel	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_summon_player_rekt	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_hugh_trade	NPC & Dialogue	Trader / NPC / Spoken	Primary	17_TraderHugh
trader_jen_announce_closed	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_announce_closing	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_announce_open	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_announce_special	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_buy_rare_item	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_favor_quest	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_favor_quest_complete	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_favor_quest_reply	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_firstgreet	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_greetaft	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_greetbloodmoon	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_greeteve	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_greeting	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_greetmorn	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_greetnightfall	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_greetsick	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_heal_player	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_helpful_tip	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_idle	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_meet_noah_quest	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_meet_noah_topic	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_meet_the_duke_quest	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_meet_the_duke_topic	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_quest_accepted	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_quest_complete	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_quest_declined	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_quest_incomplete	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_quest_offer	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_refuse	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_rumor	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_sale_accepted	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_sale_declined	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_stolen_bark	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_summon_player	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_summon_player_bob	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_summon_player_hugh	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_summon_player_joel	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_summon_player_rekt	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jen_trade	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jenlikeannounceclosed	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jenlikeannounceclosing	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jenlikeannounceopen	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jenlikeannouncespecial01	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jenlikeannouncespecial02	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jenlikeannouncespecial03	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jenlikebuyrareitem_	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jenlikefirstgreet	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jenlikegreetaft	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jenlikegreetbloodmoon	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jenlikegreeteve	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
