Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
modMeleeClubBurningShaftBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Burning Shaft",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Brennender-Schaft-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación pozo de combustión","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification de tige enflammée","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica dell'asta incandescente","([ffb400]包み[ffffff]) [DECEA3]MOD[-] バーニングシャフト改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 화염 자루 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Płonący drąg — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação de Setas Flamejantes","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Пылающий прут»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Yanan Değnek Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 燃烧杆模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 燃燒桿模組"
modMeleeClubMetalChainBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Club, Metal Chain",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Metallketten-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación cadena de metal","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification de chaîne en métal","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica della catena di metallo","([ffb400]包み[ffffff]) [DECEA3]MOD[-] メタルチェーン改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 금속 체인 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Metalowy łańcuch — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação de Corrente de Metal","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Стальная цепь»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Metal Zincir Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 金属链模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 金屬鏈模組"
modMeleeClubMetalSpikesBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Club, Metal Spikes",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Metallstachel-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación pinchos de metal","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification de piques en métal","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica degli spuntoni di metallo","([ffb400]包み[ffffff]) [DECEA3]MOD[-] メタルスパイク改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 금속 스파이크 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Metalowe kolce — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação de Cravos de Metal","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Металлические шипы»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Metal Diken Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 金属长钉模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 金屬釘模組"
modMeleeDiamondTipBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Special, Diamond Blade Tip",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Diamantenspitzenklinge-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación punta de hoja de diamante","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification de lame à pointe en diamant","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica della punta affilata di diamante","([ffb400]包み[ffffff]) [DECEA3]MOD[-] ダイヤモンドブレードチップ改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 다이아몬드 칼날 끝 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Diamentowa powłoka końcówki — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação de Ponta de Lâmina de Diamante","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Алмазное напыление»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Kesici Elmas Uç Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 金刚石刀刃模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 鑽石刃尖模組"
modMeleeErgonomicGripBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Grip, Ergonomic",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Ergonomischer-Griff-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación de empuñadura ergonómica","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification de poignée ergonomique","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica della presa ergonomica","([ffb400]包み[ffffff]) [DECEA3]MOD[-] エルゴグリップ改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 인체 공학 손잡이 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Ergonomiczny uchwyt — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação de Empunhadura Ergonômica","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Эргономичная рукоять»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Ergonomik Tutuş Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 人体工学握把模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 符合人體工程學的握把模組"
modMeleeFiremansAxeModBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] BlockDmg, Fireman's Axe",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Feuerwehraxt-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación de hacha de bombero","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification de hache de pompier","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica dell'ascia del pompiere","([ffb400]包み[ffffff]) [DECEA3]MOD[-] 消防士の斧改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 소방관의 도끼 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Lepsza siekiera strażacka — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação de Machado de Bombeiro","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Пожарный топор»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] İtfaiyeci Baltası Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 消防斧模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 消防員之斧模組"
modMeleeFortifyingGripBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Grip, Fortifying",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Bekräftigender-Griff-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación empuñadura robusta","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification de poignée revigorante","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica della presa vigorosa","([ffb400]包み[ffffff]) [DECEA3]MOD[-] 防備グリップ改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 강화 손잡이 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Wzmacniający uchwyt — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação de Empunhadura Fortificante","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Усиленная рукоять»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Güçlü Tutma Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 强化握把模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 強化握把模組"
modMeleeGraveDiggerBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] BlockDmg, Grave Digger",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Totengräber-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación enterrador","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification du fossoyeur","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica del necroforo","([ffb400]包み[ffffff]) [DECEA3]MOD[-] 墓守改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 무덤 굴착 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Grabarz — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação Cava-tumbas","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Расхититель могил»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Mezar Kazıcı Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 掘墓者模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 盜墓者模組"
modMeleeIronBreakerBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] BlockDmg, Iron Breaker",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Eisenbrecher-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación rompehierros","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification du brise-fer","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica dello spaccaferro","([ffb400]包み[ffffff]) [DECEA3]MOD[-] アイアンブレーカー改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 강철제 브레이커 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Żelazołamacz — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação Quebra-ferro","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Железолом»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Demir Kırıcı Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 铁见愁模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 碎鐵戰士模組"
modMeleeSerratedBladeBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Blade, Serrated",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Gezähnte-Klinge-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación hoja dentada","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification de lame en dents de scie","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica della lama seghettata","([ffb400]包み[ffffff]) [DECEA3]MOD[-] ノコギリブレード改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 톱날 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Ząbkowane ostrze — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação de Lâmina Serrilhada","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Зазубренное лезвие»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Dişli Kılıç Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 锯齿刀片模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 鋸齒利刃模組"
modMeleeStructuralBraceBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Structural Brace",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Strukturelle-Klammer-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación soporte estructural","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification de structure renforcée","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica del tutore strutturale","([ffb400]包み[ffffff]) [DECEA3]MOD[-] 構造ブレース改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 구조적 죔쇠 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Wzmocnienie struktury — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação de Braçadeira de Estrutura","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Конструктивное усиление»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] İnşaat Teli Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 结构支撑模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 結構支撐模組"
modMeleeStunBatonRepulsorBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Stun Baton Repulsor",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Schockstab-Repulsor-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación de repulsor de porra de aturdimiento","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification de répulseur de matraque électrique","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modalità Respingitore per manganello elettrico.","([ffb400]包み[ffffff]) [DECEA3]MOD[-] スタンバトンリパルサー改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 스턴 배턴 리펄서 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Paralizator — repulsor, modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação de repelente de cassetete atordoante","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Репульсор оглушающего жезла»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Elektroşok Cihazı Geri Püskürtücü Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 电击棒冲击波模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 致暈棍衝擊波部件"
modMeleeTemperedBladeBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Special, Blade, Tempered",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Temperierte-Klinge-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación hoja templada","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification de lame trempée","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica della lama temperata","([ffb400]包み[ffffff]) [DECEA3]MOD[-] 焼き入れブレード改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 강화 칼날 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Hartowane ostrze — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação de Lâmina Temperada","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Закаленная сталь»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Tavlı Kılıç Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 钢化刀片模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 強化刀片模組"
modMeleeWeightedHeadBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Special, Weighted Head",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Beschwerter-Kopf-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación cabeza ponderada","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification de tête lestée","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica della testa appesantita","([ffb400]包み[ffffff]) [DECEA3]MOD[-] おもりヘッド改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 무거운 헤드 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Wyważona głownia — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação Cabeça Pesada","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Утяжелитель»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Ağır Topuz Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 重头模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 頭部加重模組"
modMeleeWoodSplitterBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] BlockDmg, Wood Splitter",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Holzsplitter-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación cortamaderas","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification de fendeur","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica dello spaccalegna","([ffb400]包み[ffffff]) [DECEA3]MOD[-] ウッドスプリッター改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 목재 절삭기 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Rozłupywarka drewna — schemat","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação Racha Madeira","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Колун»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Tahta Bölücü Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 劈木模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 伐木機模組"
modRoboticDroneArmorPlatingModBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod-Robotic Drone[-] Armor Plating",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod-Robotik-Drohne[-] Robotik-Drohne-Panzerplatten-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones-Dron robótico[-] Modificación de placas de armaduras de dron robótico","([ffb400]Paquet[ffffff]) [DECEA3]Modification-Drone robotique[-] Modification de blindage d'armure pour drone robotique","([ffb400]impacchettare[ffffff]) [DECEA3]Mod-Drone robotico[-] Modifica piastre per armatura Drone robotico","([ffb400]包み[ffffff]) [DECEA3]MOD-ロボットドローン[-] ロボットドローンアーマープレーティング改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드-로보틱 드론[-] 로보틱 드론 갑옷 플레이트 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja-Robotyczny dron[-] Pancerz płytowy robotycznego drona – modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação-Drone Robótico[-] Modificação de Placa de Blindagem de Drone Robótico","([ffb400]пакет[ffffff]) [DECEA3]Модификация-Роботизированный дрон[-] Модификация роботизированного дрона «Бронепластины»","([ffb400]bohça[ffffff]) [DECEA3]Mod-Robot Drone[-] Robot Drone Zırh Plakası Modu","([ffb400]包裹[ffffff]) [DECEA3]模组-机器人无人机[-] 机器人无人机装甲板模组","([ffb400]包裹[ffffff]) [DECEA3]模組-機器人無人機[-] 機器人無人機護甲防護板模組"
modRoboticDroneCargoModBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod-Robotic Drone[-] Cargo",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod-Robotik-Drohne[-] Robotik-Drohne-Fracht-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones-Dron robótico[-] Modificación de cargamento de dron robótico","([ffb400]Paquet[ffffff]) [DECEA3]Modification-Drone robotique[-] Modification cargo pour drone robotique","([ffb400]impacchettare[ffffff]) [DECEA3]Mod-Drone robotico[-] Modifica carico del drone robotico","([ffb400]包み[ffffff]) [DECEA3]MOD-ロボットドローン[-] ロボットドローンカーゴ改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드-로보틱 드론[-] 로보틱 드론 화물 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja-Robotyczny dron[-] Bagażnik robotycznego drona – modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação-Drone Robótico[-] Modificação de Carga de Drone Robótico","([ffb400]пакет[ffffff]) [DECEA3]Модификация-Роботизированный дрон[-] Модификация роботизированного дрона «Грузоподъемность»","([ffb400]bohça[ffffff]) [DECEA3]Mod-Robot Drone[-] Robot Drone Kargo Modu","([ffb400]包裹[ffffff]) [DECEA3]模组-机器人无人机[-] 机器人无人机储物模组","([ffb400]包裹[ffffff]) [DECEA3]模組-機器人無人機[-] 機器人無人機儲物模組"
modRoboticDroneHeadlampModBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod-Robotic Drone[-] Headlamp",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod-Robotik-Drohne[-] Robotik-Drohne-Scheinwerfer-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones-Dron robótico[-] Modificación de linterna de dron robótico","([ffb400]Paquet[ffffff]) [DECEA3]Modification-Drone robotique[-] Modification de lampe frontale pour drone robotique","([ffb400]impacchettare[ffffff]) [DECEA3]Mod-Drone robotico[-] Modifica luce frontale del drone robotico","([ffb400]包み[ffffff]) [DECEA3]MOD-ロボットドローン[-] ロボットドローンヘッドランプ改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드-로보틱 드론[-] 로보틱 헤드램프 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja-Robotyczny dron[-] Lampa robotycznego drona – modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação-Drone Robótico[-] Modificação de Farol de Drone Robótico","([ffb400]пакет[ffffff]) [DECEA3]Модификация-Роботизированный дрон[-] Модификация роботизированного дрона «Прожектор»","([ffb400]bohça[ffffff]) [DECEA3]Mod-Robot Drone[-] Robot Drone Far Modu","([ffb400]包裹[ffffff]) [DECEA3]模组-机器人无人机[-] 机器人无人机头灯模组","([ffb400]包裹[ffffff]) [DECEA3]模組-機器人無人機[-] 機器人無人機頭燈模組"
modRoboticDroneMedicModBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod-Robotic Drone[-] Medic",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod-Robotik-Drohne[-] Robotik-Drohne-Medizin-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones-Dron robótico[-] Modificación médica de dron robótico","([ffb400]Paquet[ffffff]) [DECEA3]Modification-Drone robotique[-] Modification médicale pour drone robotique","([ffb400]impacchettare[ffffff]) [DECEA3]Mod-Drone robotico[-] Modifica medica del drone robotico","([ffb400]包み[ffffff]) [DECEA3]MOD-ロボットドローン[-] ロボットドローン医療改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드-로보틱 드론[-] 로보틱 드론 의료 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja-Robotyczny dron[-] Robotyczny dron medyk – modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação-Drone Robótico[-] Modificação de Médico de Drone Robótico","([ffb400]пакет[ffffff]) [DECEA3]Модификация-Роботизированный дрон[-] Модификация роботизированного дрона «Медик»","([ffb400]bohça[ffffff]) [DECEA3]Mod-Robot Drone[-] Robot Drone Sıhhiye Modu","([ffb400]包裹[ffffff]) [DECEA3]模组-机器人无人机[-] 机器人无人机医疗模组","([ffb400]包裹[ffffff]) [DECEA3]模組-機器人無人機[-] 機器人無人機醫療模組"
modRoboticDroneMoraleBoosterModBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod-Robotic Drone[-] Morale Booster",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod-Robotik-Drohne[-] Robotik-Drohne-Booster-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones-Dron robótico[-] Modificación de apoyo moral de dron robótico","([ffb400]Paquet[ffffff]) [DECEA3]Modification-Drone robotique[-] Modification de boost de moral pour drone robotique","([ffb400]impacchettare[ffffff]) [DECEA3]Mod-Drone robotico[-] Modifica rinforzo morale del drone robotico","([ffb400]包み[ffffff]) [DECEA3]MOD-ロボットドローン[-] ロボットドローン士気ブースター改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드-로보틱 드론[-] 로보틱 드론 사기 증진 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja-Robotyczny dron[-] Dopalenie morale robotycznego drona – modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação-Drone Robótico[-] Modificação de Incentivo de Moral de Drone Robótico","([ffb400]пакет[ffffff]) [DECEA3]Модификация-Роботизированный дрон[-] Модификация роботизированного дрона «Поддержка»","([ffb400]bohça[ffffff]) [DECEA3]Mod-Robot Drone[-] Robot Drone Moral Desteği Modu","([ffb400]包裹[ffffff]) [DECEA3]模组-机器人无人机[-] 机器人无人机鼓舞士气模组","([ffb400]包裹[ffffff]) [DECEA3]模組-機器人無人機[-] 機器人無人機鼓舞士氣模組"
modShotgunSawedOffBarrelBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod[-] Shotgun Barrel, Sawed-Off",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod[-] Abgesägte-Schrotflinte-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones[-] Modificación escopeta serrada","([ffb400]Paquet[ffffff]) [DECEA3]Modification[-] Modification de fusil à canon scié","([ffb400]impacchettare[ffffff]) [DECEA3]Mod[-] Modifica del fucile a canne segate","([ffb400]包み[ffffff]) [DECEA3]MOD[-] ソードオフ・ショットガン改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드[-] 총신 절단 샷건 개조","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja[-] Obrzyn — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação[-] Modificação de Espingarda de Cano Serrado","([ffb400]пакет[ffffff]) [DECEA3]Модификация[-] Модификация «Обрез»","([ffb400]bohça[ffffff]) [DECEA3]Mod[-] Namlusu Kesik Pompalı Tüfek Modu","([ffb400]包裹[ffffff]) [DECEA3]模组[-] 削短型霰弹枪模组","([ffb400]包裹[ffffff]) [DECEA3]模組[-] 短管散彈獵槍模組"
modVehicleArmorBundle,items,Bundle,,,"([ffb400]Bundle[ffffff]) [DECEA3]Mod-Vehicle[-] Armor",,"([ffb400]Bündeln[ffffff]) [DECEA3]Mod-Fahrzeug[-] Fahrzeugrüstung-Mod","([ffb400]Manojo[ffffff]) [DECEA3]Modificaciones-Vehículo[-] Modificación de vehículo blindado","([ffb400]Paquet[ffffff]) [DECEA3]Modification-Véhicule[-] Modification d'armure de véhicule","([ffb400]impacchettare[ffffff]) [DECEA3]Mod-Veicolo[-] Modifica dell'armatura del veicolo","([ffb400]包み[ffffff]) [DECEA3]MOD-車両[-] 車両用アーマー改造パーツ","([ffb400]일괄[ffffff]) [DECEA3]모드-차량[-] 차량 방어구 모드","([ffb400]Pakiet[ffffff]) [DECEA3]Modyfikacja-Pojazd[-] Pancerz pojazdu — modyfikacja","([ffb400]Pacote[ffffff]) [DECEA3]Modificação-Veículo[-] Modificação de armadura de veículo","([ffb400]пакет[ffffff]) [DECEA3]Модификация-Транспортное средство[-] Модификация транспорта «Броня»","([ffb400]bohça[ffffff]) [DECEA3]Mod-Araç[-] Araç Zırh Modu","([ffb400]包裹[ffffff]) [DECEA3]模组-载具[-] 载具护甲模组","([ffb400]包裹[ffffff]) [DECEA3]模組-車輛[-] 車輛護甲模組"
