Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
vehicleWillyJeepPurple,,,,,"Willy Jeep (Purple)",Willy Jeep (Purple),"Willy Jeep (Lila)","Willy Jeep (Morado)","Willy Jeep (Violet)","Willy Jeep (Viola)","ウィリージープ (紫)","윌리 지프 (보라색)","Willy Jeep (Fioletowy)","Willy Jeep (Roxo)","Вилли Джип (Фиолетовый)","Willy Jeep (Mor)","威利吉普车（紫色）","威利吉普車（紫色）"
vehicleWillyJeepPurpleplaceable,,,,,"Willy Jeep (Purple)",Willy Jeep (Purple),"Willy Jeep (Lila)","Willy Jeep (Morado)","Willy Jeep (Violet)","Willy Jeep (Viola)","ウィリージープ (紫)","윌리 지프 (보라색)","Willy Jeep (Fioletowy)","Willy Jeep (Roxo)","Вилли Джип (Фиолетовый)","Willy Jeep (Mor)","威利吉普车（紫色）","威利吉普車（紫色）"
vehicleWillyJeepPurpleplaceableDesc,,,,,"If it survived WW2 surely it can handle this!",If it survived WW2 surely it can handle this!,"Wenn er den 2. Weltkrieg überlebt hat, hält er das sicher auch aus!","Si sobrevivió a la Segunda Guerra Mundial, ¡seguro que puede con esto!","S'il a survécu à la Seconde Guerre mondiale, il peut sûrement gérer ça!","Se è sopravvissuto alla Seconda Guerra Mondiale, sicuramente può farcela!","第二次世界大戦を生き延びたのなら、きっとこれも乗り越えられる！","2차 세계대전에서 살아남았다면 이것도 견딜 수 있을 것입니다!","Jeśli przetrwał II wojnę światową, na pewno poradzi sobie z tym!","Se sobreviveu à Segunda Guerra Mundial, certamente consegue lidar com isto!","Если он пережил Вторую мировую войну, наверняка справится и с этим!","2. Dünya Savaşı'ndan sağ çıktıysa, kesinlikle bununla başa çıkabilir!","如果它能熬过二战，肯定也能应对这个！","如果它能熬過二战，肯定也能應對這個！"
vehicleWillyJeepRed,,,,,"Willy Jeep (Red)",Willy Jeep (Red),"Willy Jeep (Rot)","Willy Jeep (Rojo)","Willy Jeep (Rouge)","Willy Jeep (Rosso)","ウィリージープ (赤)","윌리 지프 (빨간색)","Willy Jeep (Czerwony)","Willy Jeep (Vermelho)","Вилли Джип (Красный)","Willy Jeep (Kırmızı)","威利吉普车（红色）","威利吉普車（紅色）"
vehicleWillyJeepRedplaceable,,,,,"Willy Jeep (Red)",Willy Jeep (Red),"Willy Jeep (Rot)","Willy Jeep (Rojo)","Willy Jeep (Rouge)","Willy Jeep (Rosso)","ウィリージープ (赤)","윌리 지프 (빨간색)","Willy Jeep (Czerwony)","Willy Jeep (Vermelho)","Вилли Джип (Красный)","Willy Jeep (Kırmızı)","威利吉普车（红色）","威利吉普車（紅色）"
vehicleWillyJeepRedplaceableDesc,,,,,"If it survived WW2 surely it can handle this!",If it survived WW2 surely it can handle this!,"Wenn er den 2. Weltkrieg überlebt hat, hält er das sicher auch aus!","Si sobrevivió a la Segunda Guerra Mundial, ¡seguro que puede con esto!","S'il a survécu à la Seconde Guerre mondiale, il peut sûrement gérer ça!","Se è sopravvissuto alla Seconda Guerra Mondiale, sicuramente può farcela!","第二次世界大戦を生き延びたのなら、きっとこれも乗り越えられる！","2차 세계대전에서 살아남았다면 이것도 견딜 수 있을 것입니다!","Jeśli przetrwał II wojnę światową, na pewno poradzi sobie z tym!","Se sobreviveu à Segunda Guerra Mundial, certamente consegue lidar com isto!","Если он пережил Вторую мировую войну, наверняка справится и с этим!","2. Dünya Savaşı'ndan sağ çıktıysa, kesinlikle bununla başa çıkabilir!","如果它能熬过二战，肯定也能应对这个！","如果它能熬過二战，肯定也能應對這個！"
vehicleWillyJeepTopless,,,,,"Willy Jeep",Willy Jeep,"Willy Jeep","Willy Jeep","Willy Jeep","Willy Jeep","ウィリージープ","윌리 지프","Willy Jeep","Willy Jeep","Вилли Джип","Willy Jeep","威利吉普车","威利吉普車"
vehicleWillyJeepToplessBlack,,,,,"Willy Jeep (Black)",Willy Jeep (Black),"Willy Jeep (Schwarz)","Willy Jeep (Negro)","Willy Jeep (Noir)","Willy Jeep (Nero)","ウィリージープ (黒)","윌리 지프 (검은색)","Willy Jeep (Czarny)","Willy Jeep (Preto)","Вилли Джип (Черный)","Willy Jeep (Siyah)","威利吉普车（黑色）","威利吉普車（黑色）"
vehicleWillyJeepToplessBlackplaceable,,,,,"Willy Jeep (Black)",Willy Jeep (Black),"Willy Jeep (Schwarz)","Willy Jeep (Negro)","Willy Jeep (Noir)","Willy Jeep (Nero)","ウィリージープ (黒)","윌리 지프 (검은색)","Willy Jeep (Czarny)","Willy Jeep (Preto)","Вилли Джип (Черный)","Willy Jeep (Siyah)","威利吉普车（黑色）","威利吉普車（黑色）"
vehicleWillyJeepToplessBlackplaceableDesc,,,,,"Now with even more wind-in-hair action!",Now with even more wind-in-hair action!,"Jetzt mit noch mehr Wind-in-den-Haaren-Action!","¡Ahora con aún más acción con el viento en el pelo!","Maintenant avec encore plus d'action vent dans les cheveux"!"","Ora con ancora più azione vento tra i capelli"!"","さらに風を感じるアクションが追加！","이제 바람을 더 느낄 수 있습니다!","Teraz jeszcze więcej akcji z wiatrem we włosach!","Agora com ainda mais ação vento no cabelo"!"","Теперь еще больше ветра в волосах!","Şimdi rüzgarı saçlarında daha çok hisset!","现在有更多头发随风飘扬的动作！","現在有更多頭髮随風飄揚的動作！"
vehicleWillyJeepToplessBlue,,,,,"Willy Jeep (Blue)",Willy Jeep (Blue),"Willy Jeep (Blau)","Willy Jeep (Azul)","Willy Jeep (Bleu)","Willy Jeep (Blu)","ウィリージープ (青)","윌리 지프 (파란색)","Willy Jeep (Niebieski)","Willy Jeep (Azul)","Вилли Джип (Синий)","Willy Jeep (Mavi)","威利吉普车（蓝色）","威利吉普車（藍色）"
vehicleWillyJeepToplessBlueplaceable,,,,,"Willy Jeep (Blue)",Willy Jeep (Blue),"Willy Jeep (Blau)","Willy Jeep (Azul)","Willy Jeep (Bleu)","Willy Jeep (Blu)","ウィリージープ (青)","윌리 지프 (파란색)","Willy Jeep (Niebieski)","Willy Jeep (Azul)","Вилли Джип (Синий)","Willy Jeep (Mavi)","威利吉普车（蓝色）","威利吉普車（藍色）"
vehicleWillyJeepToplessBlueplaceableDesc,,,,,"Now with even more wind-in-hair action!",Now with even more wind-in-hair action!,"Jetzt mit noch mehr Wind-in-den-Haaren-Action!","¡Ahora con aún más acción con el viento en el pelo!","Maintenant avec encore plus d'action vent dans les cheveux"!"","Ora con ancora più azione vento tra i capelli"!"","さらに風を感じるアクションが追加！","이제 바람을 더 느낄 수 있습니다!","Teraz jeszcze więcej akcji z wiatrem we włosach!","Agora com ainda mais ação vento no cabelo"!"","Теперь еще больше ветра в волосах!","Şimdi rüzgarı saçlarında daha çok hisset!","现在有更多头发随风飘扬的动作！","現在有更多頭髮随風飄揚的動作！"
vehicleWillyJeepToplessGreen,,,,,"Willy Jeep (Green)",Willy Jeep (Green),"Willy Jeep (Grün)","Willy Jeep (Verde)","Willy Jeep (Vert)","Willy Jeep (Verde)","ウィリージープ (緑)","윌리 지프 (녹색)","Willy Jeep (Zielony)","Willy Jeep (Verde)","Вилли Джип (Зеленый)","Willy Jeep (Yeşil)","威利吉普车（绿色）","威利吉普車（綠色）"
vehicleWillyJeepToplessGreenplaceable,,,,,"Willy Jeep (Green)",Willy Jeep (Green),"Willy Jeep (Grün)","Willy Jeep (Verde)","Willy Jeep (Vert)","Willy Jeep (Verde)","ウィリージープ (緑)","윌리 지프 (녹색)","Willy Jeep (Zielony)","Willy Jeep (Verde)","Вилли Джип (Зеленый)","Willy Jeep (Yeşil)","威利吉普车（绿色）","威利吉普車（綠色）"
vehicleWillyJeepToplessGreenplaceableDesc,,,,,"Now with even more wind-in-hair action!",Now with even more wind-in-hair action!,"Jetzt mit noch mehr Wind-in-den-Haaren-Action!","¡Ahora con aún más acción con el viento en el pelo!","Maintenant avec encore plus d'action vent dans les cheveux"!"","Ora con ancora più azione vento tra i capelli"!"","さらに風を感じるアクションが追加！","이제 바람을 더 느낄 수 있습니다!","Teraz jeszcze więcej akcji z wiatrem we włosach!","Agora com ainda mais ação vento no cabelo"!"","Теперь еще больше ветра в волосах!","Şimdi rüzgarı saçlarında daha çok hisset!","现在有更多头发随风飘扬的动作！","現在有更多頭髮随風飄揚的動作！"
vehicleWillyJeepToplessOrange,,,,,"Willy Jeep (Orange)",Willy Jeep (Orange),"Willy Jeep (Orange)","Willy Jeep (Naranja)","Willy Jeep (Orange)","Willy Jeep (Arancione)","ウィリージープ (オレンジ)","윌리 지프 (주황색)","Willy Jeep (Pomarańczowy)","Willy Jeep (Laranja)","Вилли Джип (Оранжевый)","Willy Jeep (Turuncu)","威利吉普车（橙色）","威利吉普車（橙色）"
vehicleWillyJeepToplessOrangeplaceable,,,,,"Willy Jeep (Orange)",Willy Jeep (Orange),"Willy Jeep (Orange)","Willy Jeep (Naranja)","Willy Jeep (Orange)","Willy Jeep (Arancione)","ウィリージープ (オレンジ)","윌리 지프 (주황색)","Willy Jeep (Pomarańczowy)","Willy Jeep (Laranja)","Вилли Джип (Оранжевый)","Willy Jeep (Turuncu)","威利吉普车（橙色）","威利吉普車（橙色）"
vehicleWillyJeepToplessOrangeplaceableDesc,,,,,"Now with even more wind-in-hair action!",Now with even more wind-in-hair action!,"Jetzt mit noch mehr Wind-in-den-Haaren-Action!","¡Ahora con aún más acción con el viento en el pelo!","Maintenant avec encore plus d'action vent dans les cheveux"!"","Ora con ancora più azione vento tra i capelli"!"","さらに風を感じるアクションが追加！","이제 바람을 더 느낄 수 있습니다!","Teraz jeszcze więcej akcji z wiatrem we włosach!","Agora com ainda mais ação vento no cabelo"!"","Теперь еще больше ветра в волосах!","Şimdi rüzgarı saçlarında daha çok hisset!","现在有更多头发随风飘扬的动作！","現在有更多頭髮随風飄揚的動作！"
vehicleWillyJeepToplessplaceable,,,,,"Willy Jeep (Orange)",Willy Jeep (Orange),"Willy Jeep (Orange)","Willy Jeep (Naranja)","Willy Jeep (Orange)","Willy Jeep (Arancione)","ウィリージープ (オレンジ)","윌리 지프 (주황색)","Willy Jeep (Pomarańczowy)","Willy Jeep (Laranja)","Вилли Джип (Оранжевый)","Willy Jeep (Turuncu)","威利吉普车（橙色）","威利吉普車（橙色）"
vehicleWillyJeepToplessplaceableDesc,,,,,"Now with even more wind-in-hair action!",Now with even more wind-in-hair action!,"Jetzt mit noch mehr Wind-in-den-Haaren-Action!","¡Ahora con aún más acción con el viento en el pelo!","Maintenant avec encore plus d'action vent dans les cheveux"!"","Ora con ancora più azione vento tra i capelli"!"","さらに風を感じるアクションが追加！","이제 바람을 더 느낄 수 있습니다!","Teraz jeszcze więcej akcji z wiatrem we włosach!","Agora com ainda mais ação vento no cabelo"!"","Теперь еще больше ветра в волосах!","Şimdi rüzgarı saçlarında daha çok hisset!","现在有更多头发随风飘扬的动作！","現在有更多頭髮随風飄揚的動作！"
vehicleWillyJeepToplessPurple,,,,,"Willy Jeep (Purple)",Willy Jeep (Purple),"Willy Jeep (Lila)","Willy Jeep (Morado)","Willy Jeep (Violet)","Willy Jeep (Viola)","ウィリージープ (紫)","윌리 지프 (보라색)","Willy Jeep (Fioletowy)","Willy Jeep (Roxo)","Вилли Джип (Фиолетовый)","Willy Jeep (Mor)","威利吉普车（紫色）","威利吉普車（紫色）"
vehicleWillyJeepToplessPurpleplaceable,,,,,"Willy Jeep (Purple)",Willy Jeep (Purple),"Willy Jeep (Lila)","Willy Jeep (Morado)","Willy Jeep (Violet)","Willy Jeep (Viola)","ウィリージープ (紫)","윌리 지프 (보라색)","Willy Jeep (Fioletowy)","Willy Jeep (Roxo)","Вилли Джип (Фиолетовый)","Willy Jeep (Mor)","威利吉普车（紫色）","威利吉普車（紫色）"
vehicleWillyJeepToplessPurpleplaceableDesc,,,,,"Now with even more wind-in-hair action!",Now with even more wind-in-hair action!,"Jetzt mit noch mehr Wind-in-den-Haaren-Action!","¡Ahora con aún más acción con el viento en el pelo!","Maintenant avec encore plus d'action vent dans les cheveux"!"","Ora con ancora più azione vento tra i capelli"!"","さらに風を感じるアクションが追加！","이제 바람을 더 느낄 수 있습니다!","Teraz jeszcze więcej akcji z wiatrem we włosach!","Agora com ainda mais ação vento no cabelo"!"","Теперь еще больше ветра в волосах!","Şimdi rüzgarı saçlarında daha çok hisset!","现在有更多头发随风飘扬的动作！","現在有更多頭髮随風飄揚的動作！"
vehicleWillyJeepToplessRed,,,,,"Willy Jeep (Red)",Willy Jeep (Red),"Willy Jeep (Rot)","Willy Jeep (Rojo)","Willy Jeep (Rouge)","Willy Jeep (Rosso)","ウィリージープ (赤)","윌리 지프 (빨간색)","Willy Jeep (Czerwony)","Willy Jeep (Vermelho)","Вилли Джип (Красный)","Willy Jeep (Kırmızı)","威利吉普车（红色）","威利吉普車（紅色）"
vehicleWillyJeepToplessRedplaceable,,,,,"Willy Jeep (Red)",Willy Jeep (Red),"Willy Jeep (Rot)","Willy Jeep (Rojo)","Willy Jeep (Rouge)","Willy Jeep (Rosso)","ウィリージープ (赤)","윌리 지프 (빨간색)","Willy Jeep (Czerwony)","Willy Jeep (Vermelho)","Вилли Джип (Красный)","Willy Jeep (Kırmızı)","威利吉普车（红色）","威利吉普車（紅色）"
vehicleWillyJeepToplessRedplaceableDesc,,,,,"Now with even more wind-in-hair action!",Now with even more wind-in-hair action!,"Jetzt mit noch mehr Wind-in-den-Haaren-Action!","¡Ahora con aún más acción con el viento en el pelo!","Maintenant avec encore plus d'action vent dans les cheveux"!"","Ora con ancora più azione vento tra i capelli"!"","さらに風を感じるアクションが追加！","이제 바람을 더 느낄 수 있습니다!","Teraz jeszcze więcej akcji z wiatrem we włosach!","Agora com ainda mais ação vento no cabelo"!"","Теперь еще больше ветра в волосах!","Şimdi rüzgarı saçlarında daha çok hisset!","现在有更多头发随风飘扬的动作！","現在有更多頭髮随風飄揚的動作！"
vehicleWorkTruck,,,,,"Work Truck",Work Truck,"Arbeits-Lkw","Camión de trabajo","Camion de travail","Camion da lavoro","作業トラック","작업 트럭","Ciężarówka robocza","Caminhão de trabalho","Рабочий грузовик","İş Kamyonu","工作卡车","工作卡車"
vehicleWorkTruckaccessories,,,,,"Work Truck Accessories",Work Truck Accessories,"Arbeits-Lkw-Zubehör","Accesorios para camión de trabajo","Accessoires pour camion de travail","Accessori per camion da lavoro","作業トラックアクセサリー","작업 트럭 액세서리","Akcesoria do ciężarówki roboczej","Acessórios para caminhão de trabalho","Аксессуары для рабочего грузовика","İş Kamyonu Aksesuarları","工作卡车配件","工作卡車配件"
vehicleWorkTruckaccessoriesDesc,,,,,"Parts needed to craft the Work Truck.",Parts needed to craft the Work Truck.,"Benötigte Teile, um den Arbeits-Lkw herzustellen.","Piezas necesarias para fabricar el camión de trabajo.","Pièces nécessaires pour fabriquer le camion de travail.","Parti necessarie per fabbricare il camion da lavoro.","作業トラックを製作するために必要なパーツ。","작업 트럭을 제작하는 데 필요한 부품.","Części potrzebne do wykonania ciężarówki roboczej.","Peças necessárias para fabricar o caminhão de trabalho.","Детали, необходимые для изготовления рабочего грузовика.","İş Kamyonu üretmek için gerekli parçalar.","制作工作卡车所需的零件。","製作工作卡車所需的零件。"
vehicleWorkTruckaccessoriesSchematic,,,,,"Work Truck Accessories Schematic",Work Truck Accessories Schematic,"Arbeits-Lkw-Zubehörplan","Esquema de accesorios para camión de trabajo","Schéma d'accessoires pour camion de travail","Schema accessori per camion da lavoro","作業トラックアクセサリーの設計図","작업 트럭 액세서리 설계도","Schemat akcesoriów do ciężarówki roboczej","Esquema de acessórios para caminhão de trabalho","Схема аксессуаров для рабочего грузовика","İş Kamyonu Aksesuarları Şeması","工作卡车配件示意图","工作卡車配件示意圖"
vehicleWorkTruckchassis,,,,,"Work Truck Chassis",Work Truck Chassis,"Arbeits-Lkw-Fahrgestell","Chasis de camión de trabajo","Châssis de camion de travail","Telaio per camion da lavoro","作業トラックのシャーシ","작업 트럭 섀시","Rama podwozia ciężarówki roboczej","Chassi para caminhão de trabalho","Шасси рабочего грузовика","İş Kamyonu Şasisi","工作卡车底盘","工作卡車底盤"
vehicleWorkTruckchassisDesc,,,,,"Parts needed to craft the Work Truck.",Parts needed to craft the Work Truck.,"Benötigte Teile, um den Arbeits-Lkw herzustellen.","Piezas necesarias para fabricar el camión de trabajo.","Pièces nécessaires pour fabriquer le camion de travail.","Parti necessarie per fabbricare il camion da lavoro.","作業トラックを製作するために必要なパーツ。","작업 트럭을 제작하는 데 필요한 부품.","Części potrzebne do wykonania ciężarówki roboczej.","Peças necessárias para fabricar o caminhão de trabalho.","Детали, необходимые для изготовления рабочего грузовика.","İş Kamyonu üretmek için gerekli parçalar.","制作工作卡车所需的零件。","製作工作卡車所需的零件。"
vehicleWorkTruckchassisSchematic,,,,,"Work Truck Chassis Schematic",Work Truck Chassis Schematic,"Arbeits-Lkw-Fahrgestellschema","Esquema del chasis de camión de trabajo","Schéma du châssis de camion de travail","Schema telaio per camion da lavoro","作業トラックのシャーシの設計図","작업 트럭 섀시 설계도","Schemat ramy podwozia ciężarówki roboczej","Esquema do chassi para caminhão de trabalho","Схема шасси рабочего грузовика","İş Kamyonu Şasisi Şeması","工作卡车底盘示意图","工作卡車底盤示意圖"
vehicleWorkTruckplaceable,,,,,"Work Truck",Work Truck,"Arbeits-Lkw","Camión de trabajo","Camion de travail","Camion da lavoro","作業トラック","작업 트럭","Ciężarówka robocza","Caminhão de trabalho","Рабочий грузовик","İş Kamyonu","工作卡车","工作卡車"
vehicleWorkTruckplaceableDesc,,,,,"Looks like it's been through more than just an apocalypse...",Looks like it's been through more than just an apocalypse...,"Sieht aus, als hätte er mehr als nur eine Apokalypse hinter sich...","Parece que ha pasado por algo más que un apocalipsis...","On dirait qu'il a traversé plus qu'une simple apocalypse...","Sembra che abbia attraversato più di una semplice apocalisse...","単なる黙示録以上のものを経験したようだ...","단순한 종말 이상의 것을 겪은 것 같네요...","Wygląda na to, że przeszedł przez coś więcej niż tylko apokalipsę...","Parece que passou por mais do que apenas um apocalipse...","Выглядит так, будто он пережил нечто большее, чем просто апокалипсис...","Sadece bir kıyametten fazlasını atlatmış gibi görünüyor...","看起来它经历的不仅仅是末日……","看起來它經歷的不仅仅是末日……"
Trader_Mechanic,,,,,"The Mechanic's Shop",,"Mechanikerwerkstatt","Taller del mecánico","Atelier du mécanicien","Officina del meccanico","メカニックの店","정비소","Warsztat mechanika","Oficina do mecânico","Мастерская механика","Tamirci dükkanı","机械师商店","機械師商店"
TraderMechanic_b,,,,,"The Mechanic",,"Der Mechaniker","El mecánico","Le mécanicien","Il meccanico","メカニック","정비사","Mechanik","O mecânico","Механик","Tamirci","机械师","機械師"
BVbillboard,,,,,"Bdub's Vehicles Billboard",,"Bdubs Fahrzeuge-Werbetafel","Valla publicitaria de vehículos de Bdub","Panneau d'affichage de véhicules de Bdub","Cartellone pubblicitario veicoli Bdub","Bdubの乗り物広告","Bdub의 차량 광고판","Billboard pojazdów Bdub","Painel de veículos do Bdub","Рекламный щит Bdub's Vehicles","Bdub'un Araçları Billboardu","Bdub车辆广告牌","Bdub車輛廣告牌"
questRewardBoxTruckPartsBundle,,,,,"Box Truck Parts Bundle",,"Kastenwagen-Teilebündel","Paquete de piezas de camión caja","Pack de pièces de camion fourgon","Fascio di parti del camion scatola","箱型トラックのパーツバンドル","박스 트럭 부품 번들","Pakiet części furgonetki","Pacote de peças de caminhão baú","Комплект запчастей для фургона","Kamyon Parça Paketi","箱式卡车零件捆绑包","箱式卡車零件捆綁包"
questRewardBRDMPartsBundle,,,,,"BRDM-2 Parts Bundle",,"BRDM-2 Teilebündel","Paquete de piezas BRDM-2","Pack de pièces BRDM-2","Fascio di parti BRDM-2","BRDM-2のパーツバンドル","BRDM-2 부품 번들","Pakiet części BRDM-2","Pacote de peças BRDM-2","Комплект запчастей для БРДМ-2","BRDM-2 Parça Paketi","BRDM-2零件捆绑包","BRDM-2零件捆綁包"
questRewardBuggyPartsBundle,,,,,"Buggy Parts Bundle",,"Buggy-Teilebündel","Paquete de piezas de buggy","Pack de pièces de buggy","Fascio di parti del buggy","バギーのパーツバンドル","버기 부품 번들","Pakiet części buggy","Pacote de peças de buggy","Комплект запчастей для багги","Buggy Parça Paketi","越野车零件捆绑包","越野車零件捆綁包"
questRewardChargerPartsBundle,,,,,"Charger Parts Bundle",,"Charger-Teilebündel","Paquete de piezas de Charger","Pack de pièces de Charger","Fascio di parti del Charger","チャージャーのパーツバンドル","차저 부품 번들","Pakiet części Chargera","Pacote de peças do Charger","Комплект запчастей для Charger","Charger Parça Paketi","Charger零件捆绑包","Charger零件捆綁包"
questRewardCruiserPartsBundle,,,,,"Cruiser Parts Bundle",,"Cruiser-Teilebündel","Paquete de piezas de Cruiser","Pack de pièces de Cruiser","Fascio di parti del Cruiser","クルーザーのパーツバンドル","크루저 부품 번들","Pakiet części Cruisera","Pacote de peças do Cruiser","Комплект запчастей для Cruiser","Cruiser Parça Paketi","Cruiser零件捆绑包","Cruiser零件捆綁包"
questRewardDirtBikePartsBundle,,,,,"Dirt Bike Parts Bundle",,"Dirt-Bike-Teilebündel","Paquete de piezas de moto de cross","Pack de pièces de moto tout-terrain","Fascio di parti della moto da cross","ダートバイクのパーツバンドル","더트 바이크 부품 번들","Pakiet części motocykla terenowego","Pacote de peças de bicicleta de terra","Комплект запчастей для кроссового мотоцикла","Arazi Motosikleti Parça Paketi","越野摩托车零件捆绑包","越野摩托車零件捆綁包"
questRewardDusterPartsBundle,,,,,"Duster Parts Bundle",,"Duster-Teilebündel","Paquete de piezas de Duster","Pack de pièces de Duster","Fascio di parti del Duster","ダスターのパーツバンドル","더스터 부품 번들","Pakiet części Duster","Pacote de peças do Duster","Комплект запчастей для Duster","Duster Parça Paketi","Duster零件捆绑包","Duster零件捆綁包"
questRewardGNXPartsBundle,,,,,"GNX Parts Bundle",,"GNX Teilebündel","Paquete de piezas GNX","Pack de pièces GNX","Fascio di parti del GNX","GNXのパーツバンドル","GNX 부품 번들","Pakiet części GNX","Pacote de peças GNX","Комплект запчастей для GNX","GNX Parça Paketi","GNX零件捆绑包","GNX零件捆綁包"
questRewardGolfCartPartsBundle,,,,,"Golf Cart Parts Bundle",,"Golfwagen-Teilebündel","Paquete de piezas de carrito de golf","Pack de pièces de voiturette de golf","Fascio di parti del golf cart","ゴルフカートのパーツバンドル","골프 카트 부품 번들","Pakiet części wózka golfowego","Pacote de peças de carrinho de golfe","Комплект запчастей для гольф-кара","Golf Arabası Parça Paketi","高尔夫球车零件捆绑包","高爾夫球車零件捆綁包"
questRewardHotRodPartsBundle,,,,,"Hot Rod Parts Bundle",,"Hot-Rod-Teilebündel","Paquete de piezas de hot rod","Pack de pièces de hot rod","Fascio di parti del hot rod","ホットロッドのパーツバンドル","핫로드 부품 번들","Pakiet części hot roda","Pacote de peças de hot rod","Комплект запчастей для хот-рода","Hot Rod Parça Paketi","热棒零件捆绑包","熱棒零件捆綁包"
questRewardHumveePartsBundle,,,,,"Humvee Parts Bundle",,"Humvee-Teilebündel","Paquete de piezas de Humvee","Pack de pièces de Humvee","Fascio di parti del Humvee","ハンヴィーのパーツバンドル","험비 부품 번들","Pakiet części Humvee","Pacote de peças do Humvee","Комплект запчастей для Humvee","Humvee Parça Paketi","悍马零件捆绑包","悍馬零件捆綁包"
questRewardJunkerPartsBundle,,,,,"Junker Parts Bundle",,"Junker-Teilebündel","Paquete de piezas de Junker","Pack de pièces de Junker","Fascio di parti del Junker","ジャンカーのパーツバンドル","정크 부품 번들","Pakiet części Junker","Pacote de peças do Junker","Комплект запчастей для Junker","Junker Parça Paketi","垃圾零件捆绑包","垃圾零件捆綁包"
questRewardLMTVPartsBundle,,,,,"LMTV Parts Bundle",,"LMTV Teilebündel","Paquete de piezas LMTV","Pack de pièces LMTV","Fascio di parti del LMTV","LMTVのパーツバンドル","LMTV 부품 번들","Pakiet części LMTV","Pacote de peças LMTV","Комплект запчастей для LMTV","LMTV Parça Paketi","LMTV零件捆绑包","LMTV零件捆綁包"
questRewardMarauderPartsBundle,,,,,"Marauder Parts Bundle",,"Marauder-Teilebündel","Paquete de piezas de Marauder","Pack de pièces de Marauder","Fascio di parti del Marauder","マローダーのパーツバンドル","마라우더 부품 번들","Pakiet części Marauder","Pacote de peças do Marauder","Комплект запчастей для Marauder","Marauder Parça Paketi","掠夺者零件捆绑包","掠奪者零件捆綁包"
questRewardMD500PartsBundle,,,,,"MD-500 Parts Bundle",,"MD-500 Teilebündel","Paquete de piezas MD-500","Pack de pièces MD-500","Fascio di parti del MD-500","MD-500のパーツバンドル","MD-500 부품 번들","Pakiet części MD-500","Pacote de peças MD-500","Комплект запчастей для MD-500","MD-500 Parça Paketi","MD-500零件捆绑包","MD-500零件捆綁包"
questRewardMRAPPartsBundle,,,,,"MRAP Parts Bundle",,"MRAP Teilebündel","Paquete de piezas MRAP","Pack de pièces MRAP","Fascio di parti del MRAP","MRAPのパーツバンドル","MRAP 부품 번들","Pakiet części MRAP","Pacote de peças MRAP","Комплект запчастей для MRAP","MRAP Parça Paketi","MRAP零件捆绑包","MRAP零件捆綁包"
questRewardNovaPartsBundle,,,,,"Nova Parts Bundle",,"Nova-Teilebündel","Paquete de piezas de Nova","Pack de pièces de Nova","Fascio di parti del Nova","ノヴァのパーツバンドル","노바 부품 번들","Pakiet części Nova","Pacote de peças do Nova","Комплект запчастей для Nova","Nova Parça Paketi","Nova零件捆绑包","Nova零件捆綁包"
questRewardOldSemiPartsBundle,,,,,"Old Semi Parts Bundle",,"Alter-Sattelschlepper-Teilebündel","Paquete de piezas de semirremolque viejo","Pack de pièces de vieux semi-remorque","Fascio di parti del semirimorchio vecchio","古いセミのパーツバンドル","오래된 세미 부품 번들","Pakiet części starego ciągnika siodłowego","Pacote de peças de semirreboque velho","Комплект запчастей для старого полуприцепа","Eski Yarı Römork Parça Paketi","旧半挂车零件捆绑包","舊半掛車零件捆綁包"
questRewardPickupPartsBundle,,,,,"Pickup Parts Bundle",,"Pickup-Teilebündel","Paquete de piezas de camioneta","Pack de pièces de camionnette","Fascio di parti del pickup","ピックアップのパーツバンドル","픽업트럭 부품 번들","Pakiet części pickupa","Pacote de peças de pickup","Комплект запчастей для пикапа","Kamyonet Parça Paketi","皮卡零件捆绑包","皮卡零件捆綁包"
questRewardRatPartsBundle,,,,,"Rat Parts Bundle",,"Rat-Teilebündel","Paquete de piezas de rata","Pack de pièces de rat","Fascio di parti del rat","ラットのパーツバンドル","쥐 부품 번들","Pakiet części Rat","Pacote de peças do Rat","Комплект запчастей для Rat","Fare Parça Paketi","鼠式零件捆绑包","鼠式零件捆綁包"
questRewardSHERPPartsBundle,,,,,"SHERP Parts Bundle",,"SHERP-Teilebündel","Paquete de piezas de SHERP","Pack de pièces de SHERP","Fascio di parti del SHERP","SHERPのパーツバンドル","SHERP 부품 번들","Pakiet części SHERP","Pacote de peças do SHERP","Комплект запчастей для SHERP","SHERP Parça Paketi","SHERP零件捆绑包","SHERP零件捆綁包"
questRewardStallionPartsBundle,,,,,"Stallion Parts Bundle",,"Stallion-Teilebündel","Paquete de piezas de semental","Pack de pièces de stallion","Fascio di parti del stallion","スタリオンのパーツバンドル","종마 부품 번들","Pakiet części Stallion","Pacote de peças do Stallion","Комплект запчастей для Stallion","Stallion Parça Paketi","种马零件捆绑包","種馬零件捆綁包"
